iter	Logloss
392	0.0009150560351
393	0.0009150112334
394	0.0009149784181
395	0.0009150606201
396	0.0009150326518
397	0.0009150620611
398	0.0009149224159
399	0.0009151119718
400	0.0009149368913
401	0.0009149164555
402	0.0009148939236
403	0.0009149729161
404	0.0009149532007
405	0.0009149406248
406	0.0009147612214
407	0.0009148395589
408	0.0009148283287
409	0.0009148563625
410	0.0009148435246
411	0.0009148521348
412	0.0009147772688
413	0.0009147772688
414	0.0009148785312
415	0.0009148607808
416	0.0009146733864
417	0.0009146733864
418	0.0009147054812
419	0.0009147221181
420	0.0009146158123
421	0.0009146436496
422	0.0009146471211
423	0.0009145988479
424	0.0009041972366
425	0.0009006252095
426	0.0009007121275
427	0.0009004754119
428	0.0009005900064
429	0.0009005234588
430	0.0009004975209
431	0.0009002191774
432	0.0009002046365
433	0.0009003690405
434	0.0009002348318
435	0.0009003217498
436	0.0009001020641
437	0.0009001608173
438	0.0009000663013
439	0.0009000444245
440	0.000900077204
441	0.0008852223758
442	0.0008850984505
443	0.0008850894116
444	0.0008850766391
445	0.0008850078288
446	0.0008849726555
447	0.0008849537261
448	0.000884848242
449	0.0008846905189
450	0.0008847049944
451	0.0008847212383
452	0.0008847805809
453	0.0008847369582
454	0.0008847763234
455	0.0008846134556
456	0.0008846499389
457	0.0008845890898
458	0.0008845875178
459	0.0008846059232
460	0.0008845642654
461	0.0008845520528
462	0.0008845856541
463	0.0008845764186
464	0.000884515504
465	0.0008844593053
466	0.0008843904593
467	0.0008843926863
468	0.0008844278596
469	0.000884436702
470	0.000884263128
471	0.0008842422992
472	0.0008841452287
473	0.0008841630446
474	0.0008841471937
475	0.0008841471937
476	0.0008841646166
477	0.0008840450143
478	0.0008840198625
479	0.000884009186
480	0.0008840410844
481	0.0008839897982
482	0.0008839668078
483	0.0008839668078
484	0.0008839668078
485	0.0008839668078
486	0.0008839668078
487	0.0008632031542
488	0.0008632888932
489	0.000863148855
490	0.0008631620859
491	0.0008632569294
492	0.0008632641343
493	0.0008632038092
494	0.000863143877
495	0.0008630766089
496	0.0008631624789
497	0.0008631261921
498	0.0008631271091
499	0.0008626668434
